Track,Artist,URI,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorusHit,sections
And I'm Gone,Morning,spotify:track:0IubllV0CQRNt2WcG6hi45,0.449,0.738,2,-10.748,1,0.0411,0.353,0.555,0.105,0.342,101.108,321141,4,31.05567,13,0
Stay With Me,Headband,spotify:track:5TQ6xgrNd6KSMa3L1bkW5t,0.187,0.534,0,-10.254,1,0.0351,0.702,0.139,0.134,0.453,170.363,212267,4,50.02947,10,0
The City of New Orleans - Original Version,Arlo Guthrie,spotify:track:7jbb0XkDk6cuif7AVu3gdW,0.616,0.577,1,-8.834,1,0.0407,0.535,0,0.0808,0.592,145.863,274507,4,39.62613,9,0
Teenage Lobotomy - 2002 Remaster,Ramones,spotify:track:2sNui8AmGhx5qyQy2VeE3H,0.541,0.718,9,-6.302,1,0.0348,0.000424,0.021,0.0682,0.977,184.761,121453,3,45.05836,5,0
What's Going On,Buffalo,spotify:track:6Nc97PsOqi6mvKWOQuxSu7,0.256,0.824,9,-7.033,1,0.0552,0.286,0.000492,0.432,0.51,145.422,238040,4,50.35575,11,0
Flyin' Too High,Legs Diamond,spotify:track:6ZJv6bMEpIQxxMbPyCkkCv,0.452,0.668,2,-9.976,1,0.0661,0.0409,0.00114,0.407,0.347,84.957,212733,4,30.75957,7,0
Jungle Boogie,Kool & The Gang,spotify:track:3K0SJUQNbOkUprTFcwwAKN,0.808,0.85,5,-8.772,1,0.0868,0.115,0.000109,0.316,0.717,106.855,186533,4,25.76541,6,1
Serpentine Fire,Earth, Wind & Fire,spotify:track:0KDc8l4VNTu6OkMYK9D7HC,0.773,0.917,0,-7.333,1,0.037,0.184,0.00463,0.116,0.946,139.872,230760,4,82.67237,7,1
When You're Near Me I Have Difficulty - 2001 Digital Remaster,XTC,spotify:track:0pG73CkloiWrsiQlSYJDj8,0.516,0.824,9,-8.016,0,0.0383,0.00318,6.5e-05,0.364,0.827,153.24,202240,4,54.20507,10,0
Are You My Woman? (Tell Me So),The Chi-Lites,spotify:track:7B32ckntos5QYbV9o7GF3q,0.723,0.873,9,-6.749,0,0.0524,0.215,2.13e-06,0.0792,0.934,111.793,182067,4,20.0784,9,0
Feel Like Makin' Love,Bad Company,spotify:track:3KPwt1LBpt1jVSHz8GXERo,0.543,0.529,7,-9.717,1,0.0301,0.326,0.00269,0.709,0.746,85.126,313840,4,56.13645,10,1
Chip Away The Stone,Aerosmith,spotify:track:70wO0FiiQF0W3e7cwqhwfG,0.409,0.926,7,-9.374,1,0.0326,0.0744,4.22e-05,0.347,0.889,132.203,240693,4,45.76469,11,1
I'd Love to Change the World - 2004 Remaster,Ten Years After,spotify:track:19HjHUjCfDrEYhVSIKG6nK,0.384,0.516,9,-12.032,0,0.0345,0.202,0.18,0.114,0.371,118.129,224133,4,33.11207,10,0
Philadelphia Freedom,The Elton John Band,spotify:track:2hl9ONQ7YGgZGYx0OSHvIq,0.712,0.681,0,-6.351,0,0.0294,0.0444,0.000235,0.0592,0.809,125.497,324573,4,33.50962,16,1
Sho-Nuff Mellow,Reuben Wilson,spotify:track:6o2pIXMRyRw1zNZCwwikKR,0.547,0.768,5,-9.789,1,0.0811,0.517,0.646,0.0962,0.457,119.191,273307,4,43.50463,13,0
Siodemka,Extra Ball,spotify:track:2D8E2X41K4K8W5V19kw0tG,0.285,0.443,10,-17.421,1,0.0585,0.397,0.504,0.0441,0.17,85.902,423160,4,51.16985,19,0
Welcome To The Working Week,Elvis Costello,spotify:track:3ReSHpzDOMeKKBJ0STvOmv,0.514,0.683,4,-8.004,1,0.223,0.0802,5.86e-06,0.115,0.76,149.069,83053,4,24.86545,5,0
Rocky II Disco,Maynard Ferguson,spotify:track:3e9nvLDmd8fjjIOhg8SnVf,0.607,0.775,2,-6.768,1,0.105,0.134,0.338,0.781,0.668,131.283,432533,4,28.01171,16,1
Cruel Shoes,Steve Martin,spotify:track:2qD4zVWSL9xpgTDC7sHRzY,0.562,0.38,7,-15.932,0,0.693,0.865,0,0.366,0.556,126.758,137373,3,39.07173,7,1
On Green Dolphin Street - Live,Return To Forever,spotify:track:0Ucn2jQHU62k6gU6RoZVk3,0.383,0.0773,0,-29.871,1,0.0417,0.953,0.869,0.314,0.212,95.715,570680,4,35.19925,21,0
Louisiana Lady,Marcus Hook Roll Band,spotify:track:4yMuQdLjwOCjDPPs3X26n3,0.634,0.744,11,-8.999,1,0.0687,0.0115,0.015,0.0562,0.932,131.459,183573,4,39.99924,8,0
Bring On The Night - Remastered 2003,The Police,spotify:track:1fEHgPGxKOfpdWQCvCRGAM,0.709,0.627,4,-11.545,0,0.0781,0.0538,0.0014,0.0588,0.726,109.555,255213,4,62.81368,9,0
Slide,Slave,spotify:track:2du5UEJ0j38dZsbh9uSz7S,0.62,0.898,4,-8.962,0,0.0325,0.013,0.0957,0.118,0.909,115.994,410467,4,67.33179,14,1
Stoned Love,The Supremes,spotify:track:03IOfDZjjJNG8lDrpEB0ZS,0.617,0.806,2,-3.883,1,0.0395,0.616,6.14e-06,0.0939,0.774,119.835,177773,4,110.65622,5,1
The Hurt,Yusuf / Cat Stevens,spotify:track:0ssyUYzev6ulxNWQcAPk6m,0.693,0.592,7,-9.549,1,0.238,0.81,0.00151,0.097,0.66,76.827,259827,4,18.63686,14,0
Diamonds Are Forever,Shirley Bassey,spotify:track:3Tp3nTswQmMzmQRqZu4iM2,0.48,0.447,4,-10.962,0,0.036,0.74,0.00437,0.0858,0.255,96.771,161933,4,38.4833,7,1
See-Saw - Demo Version,The Jam,spotify:track:4QlbVX6MdTDvsFAcJeOosu,0.322,0.739,9,-8.189,1,0.109,0.000657,0.00633,0.0728,0.811,158.758,151998,4,64.14019,6,0
I Stand Accused,Isaac Hayes,spotify:track:2aEkvPFjA3oj985LIxQMYw,0.392,0.26,5,-18.242,1,0.0444,0.495,0,0.0653,0.341,137.133,242840,3,51.25025,10,1
Dreamer,Supertramp,spotify:track:5z4ljpMLi1LTF8UG9P53fH,0.664,0.414,5,-14.113,1,0.0675,0.864,0.0367,0.0813,0.831,147.883,213236,4,24.48482,11,0
Gideon's Bible,John Cale,spotify:track:6V5hCx7NS3y6JiS47cHeLV,0.549,0.539,3,-11.616,1,0.0286,0.273,0.015,0.11,0.612,109.093,200773,4,54.07136,8,0
Teenage Head,Flamin' Groovies,spotify:track:5ugbzZ4PMjN9YStWFYzH1D,0.554,0.97,9,-3.919,1,0.0511,0.226,0.00478,0.11,0.551,117.123,171867,4,18.35995,10,0
Midnight Runaway,Three Dog Night,spotify:track:7s0kGNpk4uAGshq7DRIMlb,0.391,0.576,7,-13.768,1,0.0597,0.621,0.15,0.655,0.455,153.616,328533,4,24.50374,11,0
Gloomy Reflections,Shinki Chen,spotify:track:49RjlpNbgxylf0Lxn2zZF0,0.0806,0.409,9,-10.756,0,0.0346,0.00336,0.897,0.124,0.298,79.544,235651,5,30.43949,8,0
On and On,Ned Doheny,spotify:track:3RSYxU23U7jswRD8lcHeTu,0.717,0.407,2,-16.277,0,0.0297,0.451,0.000209,0.11,0.623,128.701,193853,4,42.60418,9,0
Freedom,Buffalo,spotify:track:2e2tCYGZAxae37H91Jh59f,0.466,0.587,7,-5.491,1,0.0292,0.00247,0.099,0.0832,0.406,126.684,543267,4,50.54907,14,0
Green Grass,Bill Withers,spotify:track:5kZ1Rmx0Z5Vr6hO9pM1mBF,0.85,0.472,10,-11.447,1,0.242,0.753,0.000964,0.0998,0.737,144.328,190360,3,74.67013,6,0
I Won't Mention It Again,Ray Price,spotify:track:4xvJG7VkLonGWW9cEYQ7yC,0.352,0.183,5,-16.143,1,0.0278,0.624,0.000254,0.136,0.51,80.517,220240,4,48.80083,12,1
Bozonoknowz,David Bendeth,spotify:track:5nWP59fW7bwJQSRXylIqbW,0.518,0.966,0,-8.535,1,0.0637,0.00773,0.664,0.114,0.572,132.295,209281,4,20.65975,10,0
We've Only Just Begun,Carpenters,spotify:track:4ny0oELEssJsXNQDxpWWLI,0.396,0.452,9,-5.854,1,0.0305,0.678,1.02e-05,0.284,0.158,84.467,239813,4,36.30723,10,1
Ain't No Sunshine,Bill Withers,spotify:track:7F3WTjeqzK6wurRKoWgeNc,0.396,0.142,4,-13.021,0,0.0346,0.965,0.378,0.106,0.514,99.828,245809,4,66.67366,7,1
The Queen,Bang,spotify:track:3tPOSZ6KfQ3or5nwzSPmtR,0.524,0.763,8,-5.652,1,0.0635,0.0238,0.000345,0.108,0.784,115.566,323213,4,54.77023,15,0
Starman,David Bowie,spotify:track:0pQskrTITgmCMyr85tb9qq,0.486,0.45,5,-10.298,1,0.0267,0.166,2.06e-06,0.54,0.55,100.456,254293,4,37.11102,10,1
My Song,Labi Siffre,spotify:track:2EQWbkcNoKPOXQtJM7nqRV,0.416,0.319,0,-12.97,1,0.0299,0.861,0.000554,0.107,0.28,95.307,284480,4,94.07326,9,0
I Don't Need No Doctor,Humble Pie,spotify:track:5EvmhOIdCZ8kGMuvZDbgts,0.373,0.897,2,-6.268,1,0.166,0.00029,0.0179,0.669,0.272,141.745,592053,4,29.61364,26,1
Drugsen's Trip,Kin Ping Meh,spotify:track:6Gbw05U3ZjE31SiErkPxe2,0.364,0.658,7,-9.963,1,0.0944,0.0188,0.00172,0.0581,0.488,153.138,349600,4,66.3041,12,0
Wanna Make Love (Come Flick My BIC),Sun,spotify:track:4eP6SOsTVC3p8r3pS7Dgct,0.843,0.64,7,-8.12,1,0.0557,0.156,2.11e-06,0.109,0.956,113.737,208960,4,64.25752,9,1
I Think I'm Falling In Love,Leroy Hutson,spotify:track:6c8AB8S4iIxfTASBnpGnLH,0.709,0.835,5,-9.961,0,0.379,0.298,0.000965,0.13,0.749,108.091,219173,4,39.22408,9,0
If You Think I'm Crazy Now (You Should Have Seen Me When I Was a Kid),Bobby Bare,spotify:track:4TsflUal5C3OKT7zh0TVjp,0.699,0.511,4,-10.105,1,0.037,0.54,0,0.099,0.692,126.842,141680,4,32.12387,6,0
A Simple Man,Lobo,spotify:track:3iLJvy9U6HWJMy00Tvw3pK,0.785,0.704,0,-10.172,1,0.0343,0.328,5.79e-05,0.1,0.943,79.431,176440,4,84.83286,7,1
Better Love Next Time,Dr. Hook,spotify:track:6ZnOQsOEWMhWNENR1HSClT,0.758,0.729,9,-8.631,1,0.0549,0.369,0,0.0429,0.901,102.736,180907,4,19.92846,9,1
It's You That I Need,Enchantment,spotify:track:4q5XwPqJEmHM6C5XS9hCWW,0.694,0.605,1,-10.855,1,0.0342,0.296,0.000248,0.0888,0.92,120.456,195160,4,89.99757,5,1
What'd I Say? - Bonus Track,Bruce Johnston and His Surfing Band,spotify:track:5gMinflBedZI2lwZWIhfYd,0.415,0.805,4,-10.471,1,0.0491,0.681,0,0.518,0.751,114.504,317067,4,47.05005,13,0
Listen To The Music,The Doobie Brothers,spotify:track:7Ar4G7Ci11gpt6sfH9Cgz5,0.645,0.598,1,-13.18,0,0.0335,0.221,3.53e-06,0.0721,0.913,105.929,227267,4,18.9211,12,1
When the Spirit Moves You,Touch,spotify:track:488C7PTUuf0az8X65NPSr9,0.569,0.751,1,-4.672,1,0.0514,0.0477,0,0.254,0.657,111.449,239667,4,28.88572,10,0
Time Cube,Roger McGuinn,spotify:track:4bvqlYCUwEUoJtPnfmDDIe,0.415,0.352,5,-13.475,1,0.0332,0.781,0.687,0.11,0.376,127.329,196573,4,24.04826,13,0
I (Who Have Nothing),Sylvester,spotify:track:66of9t98qEpCuXduxqmWdQ,0.631,0.525,0,-16.351,0,0.0423,0.00168,0.591,0.0916,0.823,129.054,674813,4,39.37811,25,1
The Cover Of "Rolling Stone",Dr. Hook And The Medicine Show,spotify:track:3JYjHeKY0OSnkQGJGvw7P8,0.648,0.472,9,-13.103,1,0.102,0.357,0,0.313,0.907,142.184,172093,4,15.95145,9,1
Together,Roger McGuinn,spotify:track:3VfR0ulxsYHja15YacmGRN,0.314,0.369,4,-13.036,0,0.0292,0.282,1.32e-06,0.1,0.414,94.65,220067,4,25.31717,11,0
Smithers-Jones,The Jam,spotify:track:1ZkNEx5R8cVW5YLqfue09S,0.56,0.277,0,-11.405,1,0.0415,0.726,0,0.304,0.627,147.469,179751,4,22.5287,10,0
Women Don't Want To Love Me,Joe Bataan,spotify:track:08UyMNBsjARNkC0nYsVez0,0.706,0.599,2,-10.014,0,0.0363,0.523,0.0138,0.102,0.645,91.558,273280,4,20.54093,14,0
Try (Just A Little Harder),Kozmic Blues Band,spotify:track:2TCqmi3aTW6szuXZjB9uGg,0.628,0.886,11,-9.048,0,0.115,0.381,0.0163,0.0961,0.432,110.462,235200,4,42.35351,9,0
Madame du Barry,Jeff Simmons,spotify:track:1aYsCoP16Axnbajdat3ECj,0.489,0.405,10,-13.781,1,0.0394,0.446,7.68e-05,0.346,0.593,121.681,169440,4,33.9374,10,0
Think It Over,Cheryl Ladd,spotify:track:1p4F1uAWVr8TPnEng01jk1,0.625,0.298,2,-12.876,0,0.0411,0.676,5.99e-05,0.185,0.666,148.831,200893,4,59.78885,8,1
No More White Horses,T2,spotify:track:4zYwpAya9qPOD19OCAv4EO,0.312,0.319,4,-18.705,0,0.035,0.0937,0.436,0.137,0.253,141.851,515947,4,41.08941,24,0
Happy Anniversary - 2010 Digital Remaster,Little River Band,spotify:track:29C9PojfgRbXquHl3dEbb1,0.72,0.584,2,-10.037,1,0.0421,0.592,7.49e-06,0.23,0.914,128.871,246253,4,31.70182,8,0
If Not For You,George Harrison,spotify:track:7ykaUgkdQWJLsMuOymTV2A,0.607,0.755,7,-6.886,1,0.0317,0.219,0.00399,0.082,0.867,116.119,210720,4,56.74162,9,0
Before My Heart Finds Out,Gene Cotton,spotify:track:2wzOmiSpq2WlsN6x4XkLcs,0.613,0.538,6,-6.333,1,0.0304,0.471,1.35e-06,0.138,0.484,122.652,151493,4,36.3678,9,1
Fly Bird Fly,Out Of Focus,spotify:track:7mqx1S8nQY1FJnsIdr8Cb6,0.236,0.332,7,-15.62,0,0.0341,0.23,0.616,0.14,0.47,165.675,308933,3,32.53124,16,0
Bubbles in My Beer,Willie Nelson,spotify:track:2B3mWAyrWbOfCjvO6kkMAg,0.536,0.406,2,-13.74,1,0.045,0.701,0.000948,0.0821,0.815,170.334,151413,4,35.91763,9,0
Grease,Frankie Valli,spotify:track:5Vrczz39CvlD3OGCa6utoA,0.82,0.464,11,-8.45,1,0.0481,0.156,0,0.101,0.872,109.374,207307,4,36.84774,8,1
The Water Song - Remastered,kalapana,spotify:track:5S3gOh0WlX5pnKblDPXkIg,0.494,0.512,4,-10.15,1,0.0352,0.265,0.0395,0.137,0.478,118.188,222733,4,41.48953,13,0
If It Feels Good, Do It,Ian Lloyd & Stories,spotify:track:3gLYqxcJ7zgUHd7dyocSAm,0.554,0.89,10,-9.931,1,0.0598,0.298,0,0.392,0.6,87.122,171200,4,70.47478,8,1
Here In Heaven,Sparks,spotify:track:22HvxbTL45rqDZPNuMRkqg,0.365,0.747,0,-9.646,1,0.0506,0.0308,0.0133,0.612,0.686,138.016,167373,4,42.94084,9,0
Give It Up,Jean Carn,spotify:track:3tiDGAzSYRaJsuDioiMEov,0.762,0.0459,7,-36.451,1,0.0419,0.08,0.0758,0.0395,0.893,106.067,247859,4,50.67492,12,0
You Don't Care,Terry Callier,spotify:track:3u6ZJQDf7sxd2KBTpUJp2Q,0.522,0.428,6,-13.926,0,0.0257,0.509,0.952,0.122,0.484,78.19,329533,4,47.95327,12,0
Maybe IÃÂ¢ÃÂÃÂm Amazed - Remastered 2011,Paul McCartney,spotify:track:1Qa0Y05al633fG8f9Peytc,0.471,0.494,7,-10.407,1,0.0312,0.387,0.0944,0.617,0.373,79.255,229827,4,44.79978,10,0
Tiny Dancer,Elton John,spotify:track:2TVxnKdb3tqe1nhQWwwZCO,0.414,0.428,0,-11.097,1,0.0278,0.382,0.000243,0.148,0.282,145.075,377093,4,53.71733,14,1
Love Is Like Oxygen,Sweet,spotify:track:58gcsPyG1xsD4uNtDiMC4c,0.567,0.455,9,-9.896,0,0.0479,0.242,2.79e-06,0.118,0.58,123.416,227533,4,66.63419,12,1
So You Want to Be a Rock 'n' Roll Star - Live,The Byrds,spotify:track:5cvQ6aYxHEyjcQxhK6lAHU,0.347,0.832,2,-9.718,1,0.0855,0.00823,4.91e-06,0.773,0.671,146.287,158427,4,40.43929,7,0
Portrait (He Knew),Kansas,spotify:track:4aqmCKYqI5ALJR6pGLKCtK,0.462,0.75,0,-6.519,1,0.044,0.0253,6.18e-05,0.068,0.847,133.499,276027,3,29.01823,14,1
Azteca,Azteca,spotify:track:5HWQtI8omm5w4h5E5uMa06,0.439,0.907,5,-7.183,0,0.0611,0.431,0.641,0.519,0.644,107.102,274840,3,66.48984,10,0
Black Magic Woman / Gypsy Queen,Santana,spotify:track:7cDxjUnMitNKQC5c8RQUko,0.464,0.462,2,-14.093,0,0.0406,0.657,0.527,0.124,0.557,124.033,319773,4,27.12065,13,0
The Coldest Days Of My Life (Part 1),The Chi-lites,spotify:track:6JFxSMuYrxOh4gaFNw1SCD,0.2,0.389,11,-16.712,0,0.0427,0.259,0.00958,0.417,0.19,128.871,260813,4,43.48233,13,1
Look Good In Blue - 2001 Digital Remaster,Blondie,spotify:track:7DQ8V8n88n3f48BxJvG4I8,0.52,0.582,11,-8.585,0,0.0314,0.121,1.66e-05,0.068,0.872,137.284,175573,4,29.8289,9,0
Be Real,The Kay Gees,spotify:track:4QsTiPj2LmWLHszra73qIP,0.664,0.577,7,-13.167,1,0.0498,0.000614,6.11e-06,0.0805,0.832,124.297,266040,4,59.61967,11,0
Love Has Brought Me Around,James Taylor,spotify:track:1gBiRW0lAaXGqW8cIySBvC,0.505,0.393,7,-15.187,1,0.0411,0.484,0,0.112,0.549,76.569,164800,4,52.60307,8,0
Nothing From Nothing,Billy Preston,spotify:track:72PoJMDfdaw9gGECgA9kTZ,0.808,0.83,9,-3.995,0,0.0283,0.613,0.0112,0.198,0.909,102.8,156200,4,26.93722,10,0
King Heroin,James Brown,spotify:track:0zu7GG2nftctpGY7WAYfhW,0.506,0.32,10,-14.447,0,0.327,0.659,1.76e-05,0.135,0.719,145.274,238427,3,19.99836,13,1
Twice Removed From Yesterday,Robin Trower,spotify:track:4AXzhv4kTtlfTYwDEcRnmD,0.291,0.889,6,-7.747,0,0.0843,0.00027,0.25,0.978,0.454,128.26,239507,4,80.1518,10,0
Flash Part IV,My Solid Ground,spotify:track:5PhXPhE7tzJjk6xbuuWXuy,0.566,0.741,5,-8.044,0,0.0422,0.0564,1.87e-05,0.078,0.894,130.063,138680,4,38.78715,8,0
First Communication,Agitation Free,spotify:track:7B7iN8ZrzOPvypi23DwddE,0.463,0.598,9,-11.973,1,0.0516,0.128,0.603,0.1,0.352,127.916,490680,4,16.94596,22,0
Lady Marmalade,Labelle,spotify:track:17VWTx7LD7liGlpnlGhUbn,0.631,0.563,2,-12.135,0,0.0552,0.398,0,0.0733,0.947,117.963,237120,4,18.71928,9,1
Substitute,Clout,spotify:track:5po2HCMZvJ0aPSxRRGKm3p,0.703,0.726,4,-7.089,1,0.0245,0.0108,0,0.161,0.785,103.019,209187,4,21.69048,11,1
Battery,Macondo,spotify:track:2QbhbWL9ymcqOEapfYhnxU,0.524,0.9,7,-7.566,1,0.0416,0.107,0.198,0.229,0.907,110.473,215173,4,35.81965,10,0
Louisiana Lady,New Riders of the Purple Sage,spotify:track:4ZwlmpWJAdE7wZ4ZR3EskM,0.472,0.675,2,-11.014,1,0.0503,0.0114,0,0.069,0.838,87.3,184933,4,20.11651,12,0
Calling Dr. Love,KISS,spotify:track:13v3cG4u6dgiXfgihQh53D,0.542,0.877,8,-8.201,1,0.138,0.666,5.32e-06,0.323,0.523,127.183,227467,4,39.15056,12,0
For The Love Of Him,Bobbi Martin,spotify:track:0bPvzekP28TMYBEsG73lmy,0.699,0.359,0,-9.659,1,0.0371,0.166,0,0.673,0.427,114.977,152000,4,21.5682,8,1
Never Say Die - 2014 Remaster,Black Sabbath,spotify:track:0w24uOUM9O7Jli66Mx5RIf,0.332,0.709,9,-8.335,0,0.0321,0.00389,4.74e-05,0.097,0.467,97.897,229040,4,19.71486,12,0
Searching,Roy Ayers,spotify:track:45muf22QzSyKwsF4l3IcwJ,0.468,0.76,4,-7.304,0,0.0529,0.535,8.1e-06,0.0912,0.472,168.963,240920,4,44.26729,9,0
Give up the Funk (Let's Dance),B.T. Express,spotify:track:3kQFo7hAgXDV1MztfZ24g4,0.884,0.635,3,-15.564,0,0.0703,0.0474,0.436,0.299,0.878,115.583,373720,4,37.896,12,0
I Got To Tell Somebody,Betty Everett,spotify:track:5ZhEJgoP9uBJoAhTDVqAFm,0.688,0.401,9,-12.171,1,0.0312,0.453,0.0556,0.281,0.796,111.719,140733,4,21.08385,7,1
Hold On - Remastered 2010,John Lennon,spotify:track:4bN43jYf41eIjJZ3UXQpuA,0.684,0.21,1,-18.204,0,0.0841,0.538,0.031,0.143,0.681,83.383,112040,4,46.12125,5,0
Won't Get Fooled Again - Remix,The Who,spotify:track:1W1GpfPujmgp2vQqcpUhtU,0.702,0.841,2,-9.837,1,0.045,0.256,0.235,0.0584,0.271,134.919,513000,4,44.95838,17,0
Eli's Coming,Three Dog Night,spotify:track:7MkD3lmdUF6TkgwsNCgqTz,0.406,0.778,5,-10.072,1,0.0454,0.14,0.0364,0.489,0.77,132.24,273613,4,18.94077,13,1
Ode To Billie Joe,Bobbie Gentry,spotify:track:4FdDorlbJTVHcH3djLbIfn,0.637,0.189,7,-10.726,1,0.0471,0.721,0,0.0939,0.695,120.142,255002,4,25.95091,14,1
Evil,Earth, Wind & Fire,spotify:track:0IFbyuvJUXroM8UkZ2Pnsk,0.738,0.666,7,-10.918,1,0.0418,0.449,0.00615,0.063,0.889,120.207,300813,4,52.6892,9,1
Shadow Dancing,Andy Gibb,spotify:track:3unwRUV5qbjMmH3NJtaODy,0.74,0.598,7,-9.658,0,0.0321,0.15,0,0.0664,0.952,101.933,276000,4,27.58752,12,1
Last Train To London,Electric Light Orchestra,spotify:track:6xE6ZWzK1YDDSYzqOCoQlz,0.727,0.537,7,-9.785,1,0.0295,0.396,0.000789,0.349,0.954,121.493,270067,4,58.03029,9,1
Poptones,Public Image Ltd.,spotify:track:1uRvmjiSbjbENK4Dn6ZXRo,0.447,0.569,9,-12.339,1,0.0318,1.83e-06,0.0666,0.0535,0.338,131.946,470360,4,61.28345,22,0
Midnight Flight,Moxy,spotify:track:62psWhUZlN2gvGbLFjGMNn,0.469,0.938,2,-4.743,1,0.181,0.000366,0.02,0.313,0.39,133.253,211320,4,29.75211,10,0
Who's In The Strawberry Patch With Sally,Tony Orlando & Dawn,spotify:track:7bgtE0OW1SWdiBUCjCWKFR,0.688,0.76,7,-8.715,1,0.0665,0.526,0.0133,0.136,0.546,105.663,145707,4,68.2451,6,1
Isi,NEU!,spotify:track:0wha5ksSEkSPjLrzVfBZKF,0.542,0.933,0,-12.05,1,0.0355,0.0432,0.858,0.0985,0.277,141.535,306600,4,29.57455,13,0
Crash Course In Brain Surgery,Budgie,spotify:track:5y8aD8CDZUv8C605X3J6ha,0.472,0.717,5,-12.498,0,0.141,0.0142,0.000804,0.149,0.673,88.149,159387,4,51.93111,8,0
Stranglehold,Ted Nugent,spotify:track:2f0P7iELCvAlV8j6Z3rGDE,0.484,0.711,2,-7.784,1,0.0331,0.0183,0.173,0.0941,0.49,148.189,503067,4,104.12494,21,0
You Don't Bring Me Flowers,Muzak Orchestra,spotify:track:7tlWSV8qq47WcTEKViGCfd,0.315,0.242,5,-13.719,1,0.0277,0.965,0.941,0.149,0.213,88.817,197301,4,35.55438,10,0
Put A Little Love Away,The Emotions,spotify:track:1I64wz4wbFIiWtU1Pt2JUe,0.567,0.392,6,-15.963,1,0.0417,0.311,1.08e-05,0.252,0.637,139.273,215560,4,41.07756,9,1
See-Saw,The Jam,spotify:track:5XJtwhHbCifWsjyduaTCK6,0.428,0.674,9,-7.412,1,0.0463,0.00613,0.000114,0.0606,0.875,157.646,152480,4,21.69515,11,0
Smokin',Boston,spotify:track:5u5qlnyVaewWugJIjzilIc,0.197,0.798,2,-7.334,1,0.0656,0.000545,0.414,0.187,0.525,175.068,261387,4,35.8965,12,0
With You I'm Born Again,Billy Preston & Syreeta,spotify:track:7wlPnBfcywEctiVWwCdxvn,0.348,0.313,10,-11.379,1,0.0324,0.866,0.000257,0.13,0.356,82.004,220600,3,33.66676,9,1
Magnet And Steel,Walter Egan,spotify:track:1Fk6KB9H0oZ2rYKFRDrhQm,0.719,0.395,1,-9.581,0,0.0335,0.349,5.07e-05,0.0716,0.718,113.036,204760,3,44.70283,9,1
Rag Mama Rag,The Band,spotify:track:3yWx3rzS2MDqkopz3utEOx,0.592,0.78,10,-10.022,1,0.0398,0.774,0.0448,0.0943,0.94,91.004,184840,4,50.08918,6,1
Grace Street - 2006 Remaster,Tom Rapp,spotify:track:05HVMoLcjRUiqsQoN9O9FB,0.477,0.529,5,-9.896,1,0.0414,0.52,2.77e-06,0.132,0.466,122.988,189773,3,32.85358,12,0
Freefall,Camel,spotify:track:5mp2gqf8tLqLYwrCwh5r9C,0.341,0.568,5,-14.17,1,0.0429,0.000385,0.667,0.269,0.425,130.798,354493,4,37.55306,16,0
It Calls for You,Ned Doheny,spotify:track:12F2ZYfI1YiXPT8Ziqs8Id,0.577,0.0462,7,-20.891,1,0.0463,0.761,0.0005,0.163,0.248,105.084,234000,4,28.16685,10,0
The Twelfth Of Never,Donny Osmond,spotify:track:74NGDmt0oXeXesxoUGASTz,0.427,0.478,6,-6.169,1,0.03,0.608,0,0.0924,0.281,89.281,161707,4,23.9734,9,1
Whats Goin On,The Louis Hayes Group,spotify:track:743x5ckAcXvT7vgMHZA2s1,0.253,0.788,0,-12.03,0,0.0596,0.0778,0.00812,0.0549,0.747,79.011,359221,4,38.31183,15,0
When I'm on My Own You Are on My Mind,Labi Siffre,spotify:track:3wiGdP73tq99dHMmeEE58i,0.639,0.273,4,-17.319,0,0.306,0.964,4.06e-05,0.0955,0.23,87.024,85147,3,24.36829,4,0
Devil's Workshop,B.T. Express,spotify:track:6oG0aRU9YqKUZMoa6wkr1j,0.662,0.81,7,-5.953,1,0.0534,0.0243,0.192,0.159,0.912,128.911,220747,4,45.17356,11,0
Tennessee Waltz,Ronnie Kole Trio,spotify:track:6YDH4uFuz5xjRVoU62r0S6,0.54,0.298,0,-15.132,1,0.032,0.467,0.784,0.143,0.468,128.986,164723,3,37.51716,10,0
Do It Baby,Redd Holt Unlimited,spotify:track:6jmxWhORKGIvNVxiXv1PEt,0.691,0.769,0,-9.913,1,0.0381,0.108,0.692,0.0977,0.938,97.246,190533,4,52.81851,7,0
One Fine Morning,Lighthouse,spotify:track:5pT1UzzwpzFpRJGJI4z0qi,0.346,0.804,11,-9.647,0,0.0694,0.0172,0.00103,0.0959,0.785,128.972,319320,4,23.3771,14,1
Padre,Grupo Ciruela,spotify:track:2yzYCIo3yt5tphGApGfRtG,0.447,0.745,9,-7.674,1,0.225,0.13,0.177,0.173,0.498,131.041,205740,4,37.23066,10,0
Aqualung,Jethro Tull,spotify:track:5UuikgHTxSRFRnC0zXx10i,0.477,0.479,7,-11.887,0,0.0483,0.0649,0.029,0.0906,0.662,122.531,396187,4,63.75314,11,0
This Masquerade,George Benson,spotify:track:7GkaclZPWxJujsylkMetsW,0.469,0.296,0,-14.146,0,0.0356,0.155,1.61e-05,0.0878,0.539,180.686,196920,4,34.41354,10,1
Hard Times For Lovers,Judy Collins,spotify:track:12JzQOwSvsPom3kKvPKMxi,0.669,0.427,1,-12.272,0,0.0262,0.36,0.00164,0.064,0.653,111.051,236907,4,29.4709,11,1
