Track,Artist,URI,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorusHit,sections
The Travel Desk - Gromek,Elmer Bernstein,spotify:track:4bnWgIxuJOZvubhlT611G8,0.159,0.00491,5,-35.637,1,0.038,0.911,0.379,0.114,0.0351,107.292,203586,4,33.71073,10
La Abuelita de Kundera,Joan Manuel Serrat,spotify:track:7FYZiF2Gddc8JlLhYc4AV2,0.393,0.251,2,-11.723,1,0.033,0.857,0,0.214,0.196,102.284,299000,4,22.04429,13
Last Hope's Gone - 1997 Remaster,The Paul Butterfield Blues Band,spotify:track:2XtxkQUNAUjlhuzfi05SF3,0.334,0.505,2,-10.424,0,0.0421,0.13,0.00759,0.426,0.535,172.182,292133,4,33.03513,14
Foc de Llenya,Traditional,spotify:track:6nC1YlLW8VM0ii8gilNrIM,0.324,0.186,8,-18.799,1,0.0406,0.994,0.00456,0.092,0.113,113.889,110139,4,23.0675,5
Eclisse Twist - Strumentale,Giovanni Fusco,spotify:track:5EnpqMtisdE85FQcO62tOw,0.309,0.497,9,-11.605,0,0.0456,0.1,0.935,0.101,0.455,159.593,170640,4,29.99093,8
"La guerra, la pace 2",Ennio Morricone,spotify:track:0rbfsxLhdgqdlvhV7MGfLa,0.428,0.425,9,-11.752,0,0.0291,0.201,0.129,0.16,0.41,174.6,129200,3,18.20065,7
Summer in Debrovnick,Keith Mansfield,spotify:track:3K2lVmwjP4msxpmL8iPdz4,0.501,0.579,9,-8.324,0,0.0276,0.155,0.924,0.365,0.392,113.75,157733,4,30.57277,8
Batuque De Índio,Ary Lobo,spotify:track:7EBBOgVuXyQKX7d0yEBRX4,0.633,0.806,0,-8.111,1,0.0355,0.723,0,0.148,0.94,107.293,141213,4,22.53259,9
Raven Rock - They Took Away the Diesel,Michael Hurley,spotify:track:60kBrpRtAPOfH8YguALXsH,0.398,0.237,5,-21.48,1,0.0329,0.846,0.0482,0.122,0.727,162.676,150613,4,26.70776,9
De No Olvidar,Alfredo Zitarrosa,spotify:track:3FoFIIvWyxtR1jiAjpCEoO,0.585,0.424,2,-9.461,1,0.0346,0.926,0.0441,0.111,0.649,89.332,147840,4,25.17405,8
Pisando em Brasa,Canhoto,spotify:track:4hCBrn7OPjYe5K7nlXhAuq,0.568,0.326,9,-16.008,0,0.0405,0.942,0.952,0.11,0.727,141.122,200394,4,30.27289,11
A Noite do Meu Bem,Nelson Gonçalves,spotify:track:2uKvemSinfeoQBtDuvASJP,0.341,0.226,0,-10.133,1,0.0313,0.949,0,0.101,0.277,83.186,196000,4,27.83512,11
Six Miles Next Door - Remastered,Yusef Lateef,spotify:track:6Plbxo4eqLXBRmTTWhJxEH,0.556,0.43,8,-11.075,1,0.0299,0.201,0.881,0.0737,0.769,123.784,286653,4,22.91646,15
Diamond Joe,Harry Belafonte,spotify:track:6hkrc3gmui0nrIg716j2dM,0.524,0.163,4,-14.022,1,0.0572,0.935,0,0.0871,0.369,106.829,223307,4,25.58826,12
One On The House,Gerald Wilson Orchestra,spotify:track:3r1Um7lHFRo2EPko3SB8GT,0.559,0.203,7,-14.095,1,0.038,0.644,0.018,0.12,0.559,118.873,281173,4,93.09554,9
Cançó de la Plenitud del Matí,Raimon,spotify:track:7JGRPtwelbs0CaNyN0fRkW,0.532,0.129,9,-9.717,1,0.0603,0.93,4.89e-06,0.114,0.207,91.653,106414,4,36.07185,6
Si un Dia Vols,Raimon,spotify:track:26bHMsz44Z4YQidC25VHUn,0.474,0.32,4,-9.398,0,0.047,0.935,0.00102,0.105,0.451,181.408,125708,4,35.86631,5
Coco Da Juliana,Ary Lobo,spotify:track:3Ewxpe4G16GBrsLAIlKo5k,0.679,0.866,0,-6.832,1,0.101,0.233,0,0.323,0.963,109.34,142027,4,67.95508,5
Hold On to Me Babe,Harry Belafonte,spotify:track:2sH9TRH0Y8pjytFMq2ildH,0.728,0.288,0,-14.078,1,0.035,0.582,0,0.0753,0.659,108.293,221187,4,25.25632,13
Who Needs The Peace Corps?,Frank Zappa,spotify:track:7nRQVIdZYu6FquvgLeH0Gy,0.52,0.52,4,-12.81,0,0.0372,0.817,0,0.555,0.588,109.349,154133,4,27.53931,8
Poovittu Poovittu,P. Susheela,spotify:track:2eMYedbiHsofqjdubR8lp1,0.459,0.298,10,-15.349,0,0.108,0.965,0.896,0.39,0.716,149.101,213987,4,27.31614,12
The Sage,Denise Levertov,spotify:track:3WuE02Y3xi7sYeHtRHbkbl,0.705,0.0955,6,-19.341,1,0.914,0.776,0,0.333,0.294,132.717,35518,3,4.1643,3
Final Mission,Jerry Goldsmith,spotify:track:1P09GOJXdhWgqNm2AS0f8s,0.256,0.0917,2,-25.331,0,0.0674,0.852,0.928,0.122,0.088,123.428,214359,3,23.91363,11
Voy Bien o Me Regreso,Los Teen Tops,spotify:track:2WYyBdIt8YxfYBV0d1SUNj,0.48,0.689,6,-10.856,0,0.0501,0.389,0,0.172,0.964,95.225,125453,4,42.87039,6
Gather Your Dreams,Michel Legrand,spotify:track:45uT2WuyjQBmRPAWv1cZtI,0.132,0.201,7,-20.392,1,0.0331,0.897,0.986,0.102,0.0442,65.145,127284,4,59.27173,3
Another Valley,Max Roach,spotify:track:4OLywSlkQFTG8S0G0VGpVh,0.344,0.628,4,-12.85,0,0.0582,0.371,0.0218,0.0967,0.532,121.668,526693,4,17.88564,24
Mucho Corazón,Amalia Mendoza,spotify:track:4viOVaGu0TJKXdb4FjqlDA,0.278,0.377,7,-12.118,1,0.0524,0.592,0,0.131,0.446,165.849,196533,1,25.64894,10
Tres Pontas,Milton Nascimento,spotify:track:03vfFHR7mXS1IjTJ0gwGVZ,0.348,0.524,7,-14.179,1,0.0417,0.657,6.72e-05,0.0931,0.348,86.311,160173,5,84.14468,5
Abba Zaba,Captain Beefheart & His Magic Band,spotify:track:20xLBgnu4Z4S2feBXMccz0,0.707,0.663,2,-9.26,0,0.046,0.727,0.74,0.192,0.962,94.949,163693,4,95.89289,5
Domani,Jerry Adriani,spotify:track:3RmqKN75eL9nrZfmruejqd,0.504,0.501,5,-5.285,1,0.0317,0.638,0,0.132,0.373,129.27,179533,4,40.19615,7
Chant des cavaliers Francs,André Hossein,spotify:track:5Qjnv3CCQH8jg3BhDve5fq,0.131,0.125,5,-19.492,0,0.0471,0.961,0.0805,0.105,0.294,203.567,117174,3,0,0
Melody Twist,Lord Melody,spotify:track:6uk8tI6pwxxdVTNlNOJeJh,0.657,0.649,5,-13.392,1,0.038,0.846,4.42e-06,0.119,0.908,115.94,223960,4,37.22663,12
Free,Ornette Coleman,spotify:track:2ebguJplrHj0H6VxzfYw2U,0.533,0.302,0,-13.667,1,0.0794,0.411,0.422,0.147,0.469,112.749,379520,4,130.50854,11
"Madama Butterfly, Act II: Io so che alle sue pene (Suzuki, Sharpless, Pinkerton)",Giacomo Puccini,spotify:track:2KJHEqH18z4ePdPEjPUc04,0.193,0.349,6,-13.731,1,0.0408,0.964,0.0574,0.223,0.243,87.816,231733,4,15.32702,12
