The World Is A Ghetto,Geto Boys Featuring Flaj
Will 2K,Will Smith Featuring K-Ci
Love Is,Alannah Myles
Face The Music,RTZ
Biological Didn't Bother,Shaquille O'Neal
Temptations,2Pac
Practice What You Preach,Barry White
Let The Music Heal Your Soul,BRAVO All Stars
Hold Me,Brian McKnight Featuring Tone & Kobe Bryant
Only You,112 Featuring The Notorious B.I.G.
Genie In A Bottle,Christina Aguilera
They Want EFX,Das EFX
Doin It,LL Cool J
Insatiable,Prince And The N.P.G.
"Crooklyn (From ""Crooklyn"")",The Crooklyn Dodgers
Stupid Girl,Garbage
Slow And Sexy,Shabba Ranks (Featuring Johnny Gill)
Losin' Myself,Debbie Gibson
Gotta Be,Jagged Edge
Don't Let It Go To Your Head,Brand Nubian
Too Much Passion,The Smithereens
They Don't Know,Jon B
Right Here,SWV
Pink,Aerosmith
That's The Way Of The World,D-Mob With Cathy Dennis
Get With U,Lidell Townsell & M.T.F.
People Don't Believe,Scarface Feat. Ice Cube
Life,K-Ci & JoJo
Movin' On,Mya Featuring Silkk The Shocker
Cover Girl,New Kids On The Block
Better Days (And The Bottom Drops Out),Citizen King
Serious Kinda Girl,Christopher Max
I'll Get By,Eddie Money
Knockin' Da Boots,H-Town
Never Enough,The Cure
Monsters And Angels,Voice Of The Beehive
So Much In Love,All-4-One
Sweet November,Troop
Send Me On My Way,Rusted Root
Physical Funk,Domino
Doin' The Do,Betty Boo
Straight To Your Heart,Bad English
There Goes My Baby,Trisha Yearwood
Shimmy Shimmy Ya,Ol' Dirty Bastard
If You're Serious,Riff
Down With The King,Run-D.M.C.
Tryin' To Get Over You,Vince Gill
Something In Your Eyes,Bell Biv DeVoe
Try A Little Tenderness,The Commitments
Do It To Me,Lionel Richie
"Love Shoulda Brought You Home (From ""Boomerang"")",Toni Braxton
"Get Ready, Here It Comes (It's The Choo-Choo)",Southsyde B.O.I.Z.
The Joint,EPMD
You Gotta Believe,Marky Mark & The Funky Bunch
Be My Baby Tonight,John Michael Montgomery
The Hitman,AB Logic
"Boom, Boom, Boom, Boom!!",Vengaboys
Stranger To Love,St. Paul
One Last Cry,Brian McKnight
Am I Dreaming,Ol Skool [Featuring Keith Sweat & Xscape]
Dream About You/Funky Melody,Stevie B
What Might Have Been,Little Texas
It Must Be Love,Robin S.
So What'cha Want,Beastie Boys
Feel So Good,Mase
Kiss Of Life,Sade
Come Back,Londonbeat
Come Back To Me,Janet Jackson
It's No Good,Depeche Mode
Poison,Alice Cooper
No Myth,Michael Penn
Diamonds And Pearls,Prince And The N.P.G.
"End Of The Road (From ""Boomerang"")",Boyz II Men
"Someday (From ""The Hunchback Of Notre Dame"")",All-4-One
"Nothin' But The Cavi Hit (From ""Rhyme & Reason"")",Mack 10 & Tha Dogg Pound
Do Da What,1 Of The Girls
Off The Hook,Jody Watley
A Man Holdin' On (To A Woman Lettin' Go),Ty Herndon
Keep Warm,Jinny
What's Up Doc? (Can We Rock),Fu-Schnickens W/ Shaquille O'Neal
Addams Family (Whoomp!),Tag Team
That's What Love Is For,Amy Grant
Don't Talk Just Kiss,Right Said Fred
Juicy/Unbelievable,The Notorious B.I.G.
Even A Fool Can See,Peter Cetera
Ain't Seen Love Like That,Mr. Big
Connection,Elastica
Constant Craving,k.d. lang
Over And Over,Timmy T.
Everlasting Love,Tony Terry
Angeline Is Coming Home,The Badlees
All Along,Blessid Union Of Souls
Hit Me Off,New Edition
Runnin',The Pharcyde
Fu-Gee-La,Fugees
Do You Know (What It Takes),Robyn
That's What Little Girls Are Made Of,Raven-Symone
Running Back To You,Vanessa Williams
Feel The Groove,Cartouche
Neon Moonlight,Rosco Martinez
Won't Talk About It,Beats International
Livin' In The Light,Caron Wheeler
Time And Chance,Color Me Badd
"Love Is (From ""Beverly Hills, 90210"")",Vanessa Williams/Brian McKnight
Hillbilly Shoes,Montgomery Gentry
Till You Love Me,Reba McEntire
Call It Poison,The Escape Club
Jump,Kris Kross
I Wish,Skee-Lo
Hey Man Nice Shot,Filter
Send My Love/Send One Your Love,Born Jamericans
We Trying To Stay Alive,Wyclef Jean Featuring Refugee Allstars
I Wonder Why,Curtis Stigers
The Choice Is Yours,Black Sheep
Last Dayz,Onyx
Simon Says,Pharoahe Monch
U Can't Touch This,M.C. Hammer
Cream,Prince And The N.P.G.
Missing You,Tina Turner
Have You Seen Her,M.C. Hammer
Nothing Broken But My Heart,Celine Dion
Love The One You're With/Going In Circles,Luther Vandross
The Obvious Child,Paul Simon
Pump Up The Jam,Technotronic Featuring Felly
My Love Is A Fire,Donny Osmond
"Walls (From ""She's The One"")",Tom Petty And The Heartbreakers
"Blaze Of Glory (From ""Young Guns II"")",Jon Bon Jovi
Don't Turn Around,Ace Of Base
When You Love A Woman,Journey
A Better Love,Londonbeat
Brainstorming,M.C. Brains
Nu Nu,Lidell Townsell
Dedicated,R. Kelly & Public Announcement
Let's Get It On,Shabba Ranks
Get Lifted,Keith Murray
I Wanna Be Down,Brandy
Good Times With Bad Boys,Boy Krazy
Ever Since You Went Away,Art N' Soul
Losing My Religion,R.E.M.
Ballad Of Youth,Richie Sambora
Somethin' To Ride To (Fonky Expedition),The Conscious Daughters
Love Me,Tracie Spencer
Life Goes On,Poison
Shake Your Bon-Bon,Ricky Martin
Definition,Mos Def & Kweli Are Black Star
This Is The Right Time,Lisa Stansfield
Booti Call,BLACKstreet
